organizationId,organizationName,clinicName,mobile,email,countryId,country,state,city,pincode,addressLine1,addressType,isActive,createdAt,updatedAt,mobileWithCode
69a6ab7f78007284396be982,DummyTestOrg,jabalpur clinic 64,8753044304,user_63@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Jabalpur,482001,Block - Lateri Line 63,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,murwas clinic 65,7111973182,user_64@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Murwas,464114,Block - Arera Line 64,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.17E+11
69a6ab7f78007284396be982,DummyTestOrg,murwas clinic 66,9041180315,user_65@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Murwas,464114,Block - Civil Line 65,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,gwalior clinic 67,9739373460,user_66@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Gwalior,474001,Block - Lateri Line 66,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.20E+11
69a6ab7f78007284396be982,DummyTestOrg,ratlam clinic 68,9538915965,user_67@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Ratlam,457001,Block - Arera Line 67,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.20E+11
69a6ab7f78007284396be982,DummyTestOrg,rewa clinic 69,8050261116,user_68@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Rewa,486001,Block - Civil Line 68,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,murwas clinic 70,8586424056,user_69@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Murwas,464114,Block - Civil Line 69,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,indore clinic 71,9576030199,user_70@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452001,Block - Civil Line 70,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.20E+11
69a6ab7f78007284396be982,DummyTestOrg,indore clinic 72,9055373663,user_71@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452001,Block - Arera Line 71,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,ratlam clinic 73,7222399830,user_72@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Ratlam,457001,Block - Civil Line 72,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.17E+11
69a6ab7f78007284396be982,DummyTestOrg,gwalior clinic 74,7614071830,user_73@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Gwalior,474001,Block - Arera Line 73,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,murwas clinic 75,8406152334,user_74@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Murwas,464114,Block - Lateri Line 74,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,murwas clinic 76,9136804331,user_75@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Murwas,464114,Block - Civil Line 75,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,bhopal clinic 77,8796195683,user_76@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Bhopal,462001,Block - Civil Line 76,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,murwas clinic 78,8048189927,user_77@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Murwas,464114,Block - Civil Line 77,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,murwas clinic 79,9056888643,user_78@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Murwas,464114,Block - Civil Line 78,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,ratlam clinic 80,8540255803,user_79@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Ratlam,457001,Block - Vijay Line 79,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,indore clinic 81,8175600334,user_80@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452001,Block - Lateri Line 80,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,ratlam clinic 82,8848879442,user_81@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Ratlam,457001,Block - Arera Line 81,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,jabalpur clinic 83,8743467378,user_82@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Jabalpur,482001,Block - Civil Line 82,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,indore clinic 84,7842150428,user_83@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452001,Block - Lateri Line 83,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,sagar clinic 85,8137608564,user_84@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Sagar,470001,Block - Arera Line 84,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,indore clinic 86,9071237824,user_85@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452001,Block - Lateri Line 85,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,ratlam clinic 87,8228483045,user_86@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Ratlam,457001,Block - Arera Line 86,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,ujjain clinic 88,8010664589,user_87@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Ujjain,456001,Block - Lateri Line 87,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,indore clinic 89,8817836913,user_88@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452001,Block - Arera Line 88,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,bhopal clinic 90,9858828140,user_89@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Bhopal,462001,Block - Arera Line 89,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.20E+11
69a6ab7f78007284396be982,DummyTestOrg,murwas clinic 91,7813289559,user_90@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Murwas,464114,Block - Civil Line 90,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,ujjain clinic 92,7696286601,user_91@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Ujjain,456001,Block - Civil Line 91,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,ujjain clinic 93,8840619994,user_92@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Ujjain,456001,Block - Lateri Line 92,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.19E+11
69a6ab7f78007284396be982,DummyTestOrg,murwas clinic 94,9925244207,user_93@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Murwas,464114,Block - Arera Line 93,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.20E+11
69a6ab7f78007284396be982,DummyTestOrg,jabalpur clinic 95,8102300882,user_94@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Jabalpur,482001,Block - Lateri Line 94,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
69a6ab7f78007284396be982,DummyTestOrg,ujjain clinic 96,8104111649,user_95@gmail.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Ujjain,456001,Block - Vijay Line 95,WORK,TRUE,2026-02-13T06:04:18.278Z,2026-03-02T07:39:54.580Z,9.18E+11
