organizationId,organizationName,clinicName,mobile,mobileWithCode,email,address.countryId,address.country,address.state,address.city,address.pincode,address.addressLine1,address.addressLine2,address.addressType,isActive,isDeleted,createdAt,updatedAt,__v
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 11,9669407011,9.19669E+11,test11@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 12,9669407012,9.19669E+11,test12@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 13,9669407013,9.19669E+11,test13@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 14,9669407014,9.19669E+11,test14@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 15,9669407015,9.19669E+11,test15@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 16,9669407016,9.19669E+11,test16@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 17,9669407017,9.19669E+11,test17@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 18,9669407018,9.19669E+11,test18@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 19,9669407019,9.19669E+11,test19@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 20,9669407020,9.19669E+11,test20@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 21,9669407021,9.19669E+11,test21@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 22,9669407022,9.19669E+11,test22@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 23,9669407023,9.19669E+11,test23@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 24,9669407024,9.19669E+11,test24@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 25,9669407025,9.19669E+11,test25@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 26,9669407026,9.19669E+11,test26@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 27,9669407027,9.19669E+11,test27@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 28,9669407028,9.19669E+11,test28@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 29,9669407029,9.19669E+11,test29@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 30,9669407030,9.19669E+11,test30@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 31,9669407031,9.19669E+11,test31@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 32,9669407032,9.19669E+11,test32@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 33,9669407033,9.19669E+11,test33@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 34,9669407034,9.19669E+11,test34@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 35,9669407035,9.19669E+11,test35@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 36,9669407036,9.19669E+11,test36@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 37,9669407037,9.19669E+11,test37@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 38,9669407038,9.19669E+11,test38@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 39,9669407039,9.19669E+11,test39@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 40,9669407040,9.19669E+11,test40@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 41,9669407041,9.19669E+11,test41@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 42,9669407042,9.19669E+11,test42@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 43,9669407043,9.19669E+11,test43@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 44,9669407044,9.19669E+11,test44@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 45,9669407045,9.19669E+11,test45@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 46,9669407046,9.19669E+11,test46@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 47,9669407047,9.19669E+11,test47@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 48,9669407048,9.19669E+11,test48@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 49,9669407049,9.19669E+11,test49@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 50,9669407050,9.19669E+11,test50@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 51,9669407051,9.19669E+11,test51@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 52,9669407052,9.19669E+11,test52@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 53,9669407053,9.19669E+11,test53@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 54,9669407054,9.19669E+11,test54@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 55,9669407055,9.19669E+11,test55@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 56,9669407056,9.19669E+11,test56@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 57,9669407057,9.19669E+11,test57@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 58,9669407058,9.19669E+11,test58@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 59,9669407059,9.19669E+11,test59@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 60,9669407060,9.19669E+11,test60@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 61,9669407061,9.19669E+11,test61@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 62,9669407062,9.19669E+11,test62@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 63,9669407063,9.19669E+11,test63@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 64,9669407064,9.19669E+11,test64@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 65,9669407065,9.19669E+11,test65@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 66,9669407066,9.19669E+11,test66@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 67,9669407067,9.19669E+11,test67@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 68,9669407068,9.19669E+11,test68@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 69,9669407069,9.19669E+11,test69@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 70,9669407070,9.19669E+11,test70@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 71,9669407071,9.19669E+11,test71@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 72,9669407072,9.19669E+11,test72@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 73,9669407073,9.19669E+11,test73@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 74,9669407074,9.19669E+11,test74@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 75,9669407075,9.19669E+11,test75@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 76,9669407076,9.19669E+11,test76@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 77,9669407077,9.19669E+11,test77@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 78,9669407078,9.19669E+11,test78@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 79,9669407079,9.19669E+11,test79@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 80,9669407080,9.19669E+11,test80@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 81,9669407081,9.19669E+11,test81@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 82,9669407082,9.19669E+11,test82@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 83,9669407083,9.19669E+11,test83@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 84,9669407084,9.19669E+11,test84@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 85,9669407085,9.19669E+11,test85@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 86,9669407086,9.19669E+11,test86@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 87,9669407087,9.19669E+11,test87@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 88,9669407088,9.19669E+11,test88@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 89,9669407089,9.19669E+11,test89@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 90,9669407090,9.19669E+11,test90@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 91,9669407091,9.19669E+11,test91@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 92,9669407092,9.19669E+11,test92@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
69a6ab7f78007284396be982,DummyTestOrg,Test Clinic 93,9669407093,9.19669E+11,test93@codiotic.com,6878f552b7df743e0404717e,India,Madhya Pradesh,Indore,452016,Indore,Dewas,WORK,TRUE,FALSE,2026-03-03T09:56:40.304Z,2026-03-03T09:56:40.304Z,0
